text,pseudo_label
"Statement: Says Hillary Clinton had an undercover nurse with her at the Sept. 11 memorial ceremony in New York.
Speaker: blog-posting (none party)
Topic: candidates-biography

Analysis: Education activist and education sales tax supporter JoEllen Smith said that Cobb County Schools is one of the largest systems in the nation that is debt free. The district is the second largest in the state, and is the 23rd largest in the country, according to the Census Bureau. Cobb Schools has used previous sales tax collections to pay off long-term bond debt, which education experts said is common practice in Georgia. This pay-as-you-go system of funding projects has kept the county school system debt free.",0
"Statement: Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.
Speaker: vicki-martin (education-official party)
Topic: education

Analysis: (We checked Dentons 2003 comparison, and hes correct. )He was off by a few years using raw dollar figures. And when you use tax revenue as a share of gross domestic product -- which is a better yardstick for this sort of comparison -- he was off by six decades.",0
"Statement: The fastest-growing part of the Pentagons budget are health care expenses.
Speaker: evan-bayh (democrat party)
Topic: health-care,military

Analysis: Clinton said that between 2010 and 2014, there was zero net in-migration from Mexico. The census data to prove that isnot in for 2014, but the numbers up to 2013 support his point, as do very preliminary 2014 data. The population of people living in America but born in Mexico fell by about 40,000 since 2010. Thats not a perfect measure, but the experts we reached said it is a strong indication of a prevailing trend. The experts we reached said that other data, including a rapid decline in apprehensions at the border and changing demographics in Mexico add weight to the conclusion that Clinton was correct.",1
"Statement: Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.
Speaker: marco-rubio (republican party)
Topic: federal-budget,military

Analysis: Portman recognizes this, as he makes clear often -- and did so again at the Politico breakfast -- in his calls for entitlement reform. The Social Security trustees report in 2012 recognized this too, saying, ""The DI program faces the most immediate financing shortfall of any of the separate trust funds; thus lawmakers need to act soon to avoid reduced payments to DI beneficiaries four years from now. ""So yes, we can hope or expect that the problem will be solved before 2016.",0
"Statement: According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.
Speaker: jim-moran (democrat party)
Topic: crime,guns

Analysis: Trump said, ""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.",1
"Statement: The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.
Speaker: ron-saunders (democrat party)
Topic: crime,health-care

Analysis: Warren said, ""the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail. ""Without fully understanding where her math was coming from, we had to find our own way to measure this. One way seemed to back her up in a narrowly defined time frame. A different method produced a lower number, though the trend is the same. Our experts took some issue with her loose characterization of ""too big too fail"" and some of the context she left out. But her underlying point is largely accurate.",0
"Statement: Fireworks have never been safer, and their use continues to increase each year.
Speaker: bill-weimer (none party)
Topic: economy,financial-regulation,patriotism,market-regulation

Analysis: King said that ""the House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass. ""King is right that the House failed to pass an authorization for military action in Kosovo, and that Clinton continued to pursue the air campaign despite the legislative setback. However, its not a slam dunk that ""ultimately, a vote did pass. ""The House did pass a spending bill covering the costs of the Kosovo campaign, but not an authorization along the lines of what is required by the War Powers Resolution.",0
"Statement: Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act.
Speaker: russ-feingold (democrat party)
Topic: abortion,crime,criminal-justice,women

Analysis: ""Did you know that the U. S.  is one of the very few nations in the world without an official language?",1
"Statement: Says over 40 percent of recent county bonds are for Precinct One, northeast Travis County, because he is quick to identify projects that help make the East Side a desirable place to live.
Speaker: ron-davis (democrat party)
Topic: county-budget,transportation

Analysis: Cardin said, ""Every time we've increased the minimum wage, we've seen a growth in jobs, not a loss of jobs. ""We looked at nationwide employment data in the years following minimum wage increases since 1978, and sometimes there was job growth, and sometimes there was job loss. Modern research tends to show that raising the minimum wage has little significant impact -- positive or negative -- on employment. Cardin got carried away when he said increasing the minimum wage is always followed by job growth.",0
"Statement: Medicare passed with virtually no Republican support.
Speaker: peter-defazio (democrat party)
Topic: health-care,history,medicare

Analysis: But even though they put off the tax increase, lawmakers still approved it in 2009. Also, it's worth noting the Legislature didn't increase taxes all by itself. Charlie Crist had veto power over every revenue increase and chose to strike only two small items from the budget. Still, Justice's comment about new taxes is generally correct. State economists confirm that lawmakers passed new taxes totaling more than $2 billion last session.",0
"Statement: Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.
Speaker: fred-risser (democrat party)
Topic: elections,states

Analysis: Sen.  Sheldon Whitehouse said more people in the United States work in green energy than in the petroleum industry. Whitehouses statement was based on a rigorous study by the Brookings Institution. A similar analysis by the federal Bureau of Labor Statistics found the number to be even greater.",0
"Statement: Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.
Speaker: rick-perry (republican party)
Topic: health-care

Analysis: Golf is a big deal for the Sunshine State -- and now we know that more rays equal more rounds. Still, Scott needs to finesse his points before getting our hole-in-one rating.",0
"Statement: Its warmer on Mars than it is in parts of the United States and Canada during the polar vortex.
Speaker: tweets (none party)
Topic: space,weather

Analysis: Bloggers started a rumor that photos showed Clinton with an ""undercover nurse"" at the Sept.  11 memorial in New York. The undercover nurse then became Clintons personal doctor. The woman in the photos is a former Clinton staffer who was helping at the memorial.",1
"Statement: Says the Department of Homeland Security has ordered enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States, possibly to combat massive civil unrest or an invasion by a foreign power.
Speaker: chain-email (none party)
Topic: homeland-security,military

Analysis: So, from that perspective, Martins statement actually overstates the number. In other words, the challenge of closing the skills gap is even bigger than she presented. Our rating Martin said only 50 percent of students from Milwaukee public high schools ""go on to a two- or four-year college.",0
"Statement: If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.
Speaker: fred-karger (republican party)
Topic: religion

Analysis: Bayh said that ""the fastest-growing part of the Pentagons budget are health care expenses. ""Theres little debate that generous military health care benefits are taking up an ever-increasing share of the Pentagons budget. While other parts of the budget have spiked, thats in the past.",0
"Statement: Under Gov. Rick Perrys leadership [Texas] has created more jobs over the last decade than the rest of the states combined.
Speaker: bob-mcdonnell (republican party)
Topic: economy,jobs

Analysis: Rubio said, ""Inflation-adjusted defense spending has declined 21 percent since 2010 and even if we discount the drawdowns in Iraq and Afghanistan it has still declined by a dangerous 12 percent. ""While Rubios office didnt get back to us, a Center for Strategic and Budgetary Assessments economist confirmed it was taken from an analysis he wrote about the fiscal year 2015 defense budget. Experts we talked to said while the conclusion is correct, Rubio doesnt put the decrease in context of the historic high funding from 2010.",0
"Statement: Says Scott Bruun supports cutting the Department of Commerce and eliminating NOAA.
Speaker: kurt-schrader (democrat party)
Topic: economy

Analysis: Moran said ATF statistics show ""70 percent of firearms recovered and traced in drug cartel crimes in Mexico come from the United States. ""He muffed his statement; the U. S.  guns were involved in Mexican crimes, not necessarily drug trafficking. But officials in both governments say U. S.  -sourced guns make up a large proportion of guns carried by drug traffickers.",0
"Statement: Says only 25 percent of Texas high school students graduate prepared for college or careers.
Speaker: bill-hammond (republican party)
Topic: education

Analysis: We could not find any government office that could point to numbers ranking counties across the nationin terms of Medicaid fraud. But we found four experts -- one from the federal Department of Health and Human Services Office of Inspector General, one a former secretary of the state's AHCA, a spokesperson from a national organization that provides information on health care fraud and an attorney who specializes in health care law -- who all agree that Saunders is likely right. But the fact that four experts-- including one appointed by a Republican governor -- generally back up the Democratic minority leader or say that the two counties are at least among the worst in the nation carries weight with us.",1
"Statement: Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor.""
Speaker: bill-lynch (democrat party)
Topic: health-care

Analysis: But, the statistical record shows that the rate of injury from fireworks declined nationally while their use increased dramatically, and while laws governing their consumer use loosened. There still are injuries, but the annual rate has plateaued even while consumption continues to grow. We found no stronger explanation than the concurrent regulatory and policing work of the Consumer Product Safety Commission and the American Fireworks Standards Laboratory to make fireworks safer.",1
"Statement: Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.
Speaker: scott-walker (republican party)
Topic: jobs,veterans

Analysis: That alternative would help deter and prosecute violence against women  without the inclusion of unconstitutional provisions. Our rating Feingold says Trump and Johnson ""oppose a womans right to choose and Johnson voted against the Violence Against Women Act. ""Trump and Johnson are anti-abortion, though Trump in particular has said he supports exceptions to allow abortion in certain cases. Johnson did vote no on reauthorizing the violence law, but its not as though he opposed protections for women; in fact, he voted for alternative measures that did not pass.",1
"Statement: Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.
Speaker: roy-cooper (democrat party)
Topic: candidates-biography,education,state-budget,states

Analysis: But the determining impact of Davis quickness is unproved. Its our sense that several factors, perhaps including the commissioners alacrity, affected which items landed on the ballot.",1
"Statement: More than 27,000 Rhode Island jobs depend on trade with Canada.
Speaker: barry-hinckley (republican party)
Topic: economy,energy

Analysis: When we contacted DeFazios office, a spokeswoman noted that the congressman has a background in gerontology and offered links to articles, including this one, to show that Republicans ""fought against the creation of Medicare starting with the Truman administration. ""His comment focuses on the period when the bill finally passed, and thanks to the GOPs liberal-to-moderate wing -- which by now has largely disappeared -- a majority of House Republicans and a sizable minority of Senate Republicans voted in favor of Medicare.",1
"Statement: I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...
Speaker: tom-marino (republican party)
Topic: taxes

Analysis: When he was asked later, Risser pointed to the unwritten rules of common decency. And thats what happened here.",1
"Statement: Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.
Speaker: scott-hassett (democrat party)
Topic: crime,legal-issues

Analysis: Asked why Hutchison signed off on taking up the earlier spending measure -- surely knowing her vote might generate sparks back home -- Hutchison spokesman Joe Pounder said: ""After the Democrats had their 60, Sen.  Hutchison felt it was important to register her vote for our defense priorities. ""Significantly, Hutchison later joined fellow Republicans and voted against passage of the Democratic health plan.",0
"Statement: He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation.
Speaker: katie-mcginty (democrat party)
Topic: guns

Analysis: Weve seen a lot of tweets about how its colder in the United States and Canada than it is on Mars, due to the frigid weather system known as the polar vortex. But thats only correct if we cherry-pick the highest Mars temperatures. On average, our hypothetical Martian brethren are still way colder.",0
"Statement: An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.
Speaker: herman-cain (republican party)
Topic: environment

Analysis: Homeland Security has contracted to buy up to 450 million . 40-caliber bullets -- and that total exceeds the nations population. Significantly, though, the purchase contract covers five years; theres no indication the agency is piling up the bullets in a hurry. More significantly, we found nothing to support the emails ominous suggestions. Rather, the large size of the contract is explained as a way for the government to buy in bulk to save money on ammunition used routinely for training officers in a wide variety of agencies.",1
"Statement: More businesses went out of business last year than were started for the first time in our history.
Speaker: david-perdue (republican party)
Topic: economy

Analysis: It is obedience over family and country. ""The church itself says in no uncertain terms that thats not the case, and three scholars of the religion agree.",0
"Statement: Says Hillary Clinton has not answered a single question about her immigration plan.
Speaker: donald-trump (republican party)
Topic: immigration

Analysis: Those are different from job creation figures, which are not compiled by the BLS or other national authority. So using net job numbers and calling them job creation figures is a case of comparing apples to oranges.",0
"Statement: Says Donald Trump literally has no plans to make higher education more affordable.
Speaker: roberta-lange (democrat party)
Topic: education

Analysis: Bruun also said he wholly supports NOAA coming to Newport and would fight, if ever necessary, to keep the agency there.",1
"Statement: Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.
Speaker: america (none party)
Topic: military,religion

Analysis: Hammond said only 25 percent of Texas high school graduates are college- or career-ready. While there is a method behind his conclusion, even the purveyor of that figure, ACT, says it prefers a lower threshold for gauging whether students are college- or career-ready. Besides, there are at least two other indicators, one from the company that runs the SAT and the other from the state of Texas, suggesting that up to half of the states high-school graduates are ready for college.",0
"Statement: Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?
Speaker: blog-posting (none party)
Topic: stimulus

Analysis: The actual cost was modestly  in excess of $7 million. ""Reingold said ""modestly in excess of $7  million"" means less than $7. 5 million and was based on ""invoices  received from multiple vendors. ""We asked Blue Cross for documentation to back  up that number.",1
"Statement: Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.
Speaker: charles-rangel (democrat party)
Topic: foreign-policy,legal-issues,military

Analysis: BLS doesnt publish state U-6 rates specifically for veterans, . Our rating Walker said ""Nationally, the unemployment rate for veterans is far greater than the national unemployment rate,"" and Wisconsin is ""one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.",0
"Statement: Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.
Speaker: chris-christie (republican party)
Topic: state-budget

Analysis: Cooper said North Carolina ""has fallen to 41st in teacher pay"" under Gov. North Carolina has risen to 41st in teacher pay since McCrory entered office.",0
"Statement: I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.
Speaker: barbara-boxer (democrat party)
Topic: bush-administration,iraq,military

Analysis: Hinckleys news release cited almost verbatim a statistic from a Canadian government fact sheet, based on a study by economists. Hinckley didnt mention that the figure is an estimate, rather than an actual tally. But local experts say they know of no such tally and economists often make these kinds of estimates in analyzing trade and employment issues.",1
"Statement: In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.
Speaker: kelly-odonnell (none party)
Topic: candidates-biography,elections,pundits

Analysis: Tom Marino said that a presidential FEC report is much more detailed than a tax return. The primary purpose of an FEC report is to list assets. A tax return provides detailed information about each income-earning asset. It may not list all of the filers assets -- as an FEC report would -- but it requires accurate income calculations for the assets that actually produce income. Also, an FEC report is not audited. Given the differences in the two types of forms, a comparison between the two is irrelevant, and experts say a tax return requires more exact measures of how much a person makes.",1
"Statement: John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.
Speaker: barack-obama (democrat party)
Topic: foreign-policy

Analysis: Jim Doyle, but Van Hollen felt the review panel was in the best position to determine if Kratz committed professional misconduct. Hassett argues Van Hollen could have done more. But his statement was that Van Hollen did nothing.",0
"Statement: Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.
Speaker: ron-paul (republican party)
Topic: homeland-security,military,new-hampshire-2012,terrorism

Analysis: That Toomey ""did little or nothing"" to attempt to get the Toomey-Manchin amendment passed and 2. That he has ""done absolutely nothing other thandisavowany attempt to move on the legislation"" after it was shot down by the Senate. Toomey signed onto the amendment very late in the game and a vote took place just weeks after his name was added to it. If McGinty would have said Toomey accomplished little, she would have been right. But to say he ""did little or nothing"" to advance the bill isnt supported by the facts. The senator also hasnt re-introduced the legislation since it was shot down and hasnt indicated that he plans to. But the definition of ""disavow"" is to deny complete responsibility for, and Toomey isnt against the legislation itself, saying he still supports the measure -- and indeed, he voted for it again. For now, he just wont be the one to re-introduce it.",1
"Statement: Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.
Speaker: barack-obama (democrat party)
Topic: new-hampshire-2012,taxes

Analysis: So, Cain does have a point. The EPA does regulate dust under the Clean Air Act. Dust is regulated, but not at all in the way that Cain described.",0
"Statement: Says Donald Trump promised the mass deportation of Latino families.
Speaker: karen-bass (democrat party)
Topic: immigration

Analysis: Perdue said that last year the country saw more businesses closing than starting for the first time in the nations history. Data doesnt exist for last year. And the last year data is available, 2013, showed the opposite trend. In 1981, there were more deaths than births.",0
"Statement: Palin ""stopped the Bridge to Nowhere.""
Speaker: john-mccain (republican party)
Topic: transportation

Analysis: Trump said Clinton has ""not answered a single question"" about her immigration plan. We quickly found several instances of Clinton answering multiple questions about her immigration plan.",0
"Statement: Says the state tax burden per citizen in New York is twice as high as in Florida.
Speaker: rick-scott (republican party)
Topic: economy,taxes

Analysis: Nevada Democratic Party chair Roberta Lange says Donald Trump ""literally has no plans to make higher education more affordable. ""Trump hasnt released any sort of traditional higher education reform plan  much less any details on how to make college more affordable  unlikeClinton, Romney and McCain. However,Trump has commented several times on the spiraling cost of student loan debt and said he doesnt want the federal government making a profit on the backs of students.",0
"Statement: Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.
Speaker: peter-barca (democrat party)
Topic: labor,state-budget

Analysis: ForAmerica said the Houston National Cemetery ""is preventing"" Christian prayer at military funerals. We found no current restrictions or even proof that anyone was stopped from saying a Christian prayer in the past. To the contrary, volunteers and the current cemetery director told us Christian prayers are welcome.",1
"Statement: Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.
Speaker: laura-ingraham (none party)
Topic: immigration

Analysis: The state, not the feds, also chose how to spend the money.",0
"Statement: Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.
Speaker: glenn-grothman (republican party)
Topic: jobs

Analysis: And in each of those cases, the president sought congressional support (reluctantly or otherwise) before initiating hostilities and ultimately received it (with varying degrees of unanimity). So where does this leave us?Rangel is right that Roosevelt is the last president, strictly speaking, ""to come to the Congress to ask for permission to engage into war. ""But at least two presidents -- both George Bushes -- have waited to launch wars until they had an official vote from Congress backing them up.",1
"Statement: I lost my health insurance and my doctor because of Obamacare.
Speaker: reid-ribble (republican party)
Topic: health-care

Analysis: According to state Treasury documents, Christie is accurate. The proposed budget is $32. 146 billion -- about $5 million less than the $32. 151 billion spending plan in place when Christie took office.",0
"Statement: As far as standing committees, we have 10 fewer standing committees. So weve saved the state about a quarter-of-a-million dollars through the reduction of the standing committees.
Speaker: cheryl-grossman (republican party)
Topic: government-efficiency,state-budget

Analysis: In fact, Rice said she could not project expected casualties from the surge. Boxer makes it sound like Rice either didn't know or didn't care about the number of soldiers who had died and that Boxer was nobly calling her out. In fact, she was asking Rice to speculate about casualties in the future.",0
"Statement: (Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down.
Speaker: john-mccain (republican party)
Topic: homeland-security,military

Analysis: O'Donnell was correct that during the campaign there was ""no mention of being a Republican on Brown's bus, signs or campaign ads. ""We did find two brief instances -- one in a speech, one in a news release -- in which Brown referred to himself as a Republican. But while news coverage regularly mentioned his party affiliation, meaning that it should have been no secret to voters, the candidate clearly downplayed his partisan ties.",0
"Statement: Governor-elect Scott Walkers opposition to high-speed rail killed 13,000 Wisconsin jobs
Speaker: state-democratic-party-wisconsin (democrat party)
Topic: jobs,transportation

Analysis: ""No matter how this conflict started, Russia has escalated it well beyond the dispute over South Ossetia and invaded another country,"" he said. ""There is no possible justification for these attacks. ""McCain and Obama have both now issued statements supporting Georgia's entry into NATO.",0
"Statement: The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.
Speaker: alison-lundergan-grimes (democrat party)
Topic: climate-change,energy,environment,message-machine-2014

Analysis: :    Whether Paul meant al-Qaeda suicide attacks only, or all groups who have executed suicide campaigns against the U. S.  and its allies, was unclear. Either way, the number of suicide attacks against the U. S.  and its allies since 9/11 is not ""equivalent"" to the total before 9/11. The average number each month is actually greater than the total number that predated that day, so Paul is actually understating the magnitude. And the data support his underlying point that the number of attacks since Sept.  11, 2011, has grown.",0
"Statement: The Trans-Pacific Partnership knocks out 18,000 tariffs that other countries place on American products and goods.
Speaker: barack-obama (democrat party)
Topic: trade

Analysis: The Obama campaign said ""50 percent of Speaker Gingrichs tax plan goes to the top 1 percent. ""As long as they are, the countrys wealthiest 1 percent would indeed receive about half of the savings under Gingrichs plan. Still, the share would fall to 41. 6 percent if the Bush cuts and other current tax policies are allowed to expire. That isn't likely to happen, but Congress will have to act to extend them.",0
"Statement: $16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.
Speaker: rob-portman (republican party)
Topic: debt,deficit,federal-budget

Analysis: Bass said Trump has ""promised mass deportation of Latino families. ""Off the bat, Bass attack is imprecise. She said Trump wants to deport Latino families, when he has not promised that exactly. He pledged to remove the undocumented population, which is certainly comprised of Latinos but is not exclusive to them. (And obviously, not all Latinos in the United States are here illegally. )The underlying issue is tough talk Trump offered earlier in his campaign about rounding up undocumented immigrants in the country and sending them back to their native countries  with the ""good ones"" able to come back, possibly. Trump reiterated that stance several times as journalists asked how it would work. But the Republican presidential nominee appears to have recently softened his view over the last month, and his official immigration plans dont mention deporting undocumented families en masse.",0
"Statement: Tommy Thompson wanted to implant data chips in humans.
Speaker: michael-mc-auliff (none party)
Topic: elections,health-care,technology

Analysis: Palin didn't kill it, she just performed the last rites.",1
"Statement: Says New Jersey is 50th in return of our federal tax dollars.
Speaker: chris-christie (republican party)
Topic: states,taxes

Analysis: Scott correctly cites that New York's state tax burden per person is twice as much as it is in Florida, and no doubt this fact could be attractive to businesses thinking of moving to Florida. But businesses likely consider more than just tax burden when thinking of where to locate their businesses, and some states with higher tax rates have more robust economies. Still, if you want to count Florida's positives for business, a low tax burden is surely one of them.",1
"Statement: Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.
Speaker: carol-shea-porter (democrat party)
Topic: health-care

Analysis: Thats a specific measure pollsters use. In polling, a few percentage points either way can be highly significant. Here, Barca missed the bull's-eye by more than that.",1
"Statement: The U.S. Senate has one manufacturer thatd be me.
Speaker: ron-johnson (republican party)
Topic: candidates-biography,congress

Analysis: As the second highest-ranking member in the House, Cantor was part of top-level conversations that led to a (swiftly rejected) one-page document outlining the House GOPs starting points for immigration reform. The New York Times and Washington Post did not describe the Houses principles as capturing the essence of the Senate bill. (For one thing, it was only a page long. )Their reports often highlighted the House documents lack of opportunity for citizenship for most undocumented immigrants and explored whether that was a deal-breaker for Democrats. Her statement is partially accurate but needs more context.",0
"Statement: Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.
Speaker: michael-moore (none party)
Topic: health-care

Analysis: The 1st is in the southern and eastern part of the state, represented by Paul Ryan; the 5th, represented by Jim Sensenbrenner, includes suburban counties north and west of Milwaukee; the 6th is represented by Grothman and the 8th is in northeastern Wisconsin, represented by Reid Ribble. Our rating Grothmans introduction to Washington included some insights --and political pressure -- about his district that caused him to switch his position on the Export-Import Bank. In explaining his switch, he said the 6th District has more manufacturing jobs than almost any other other in the nation. Hes right both in terms of the percent of jobs in manufacturing (3rd) and the raw number (1st).",0
"Statement: Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.
Speaker: alan-grayson (democrat party)
Topic: corporations,medicaid,welfare,workers

Analysis: Principal Financial Group says it made a decision to get out of the insurance business, which made up 3 percent of its revenues -- a share growing ever smaller as other aspects grew. Whats more, the decision was under consideration for years before Obama and his health reform plan came along. Ribble isnt losing his insurance, his ability to get insurance or even, to be technical about it, his doctor. He and The Ribble Group have choices available -- including an insurance carrier run by his favored health care system.",0
"Statement: Oregon today has 100,000 more jobs than it did when I was elected.
Speaker: john-kitzhaber (democrat party)
Topic: jobs

Analysis: And Dittoe cited one area in particular - health costs.",1
"Statement: Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.
Speaker: mark-udall (democrat party)
Topic: abortion,congress,sexuality

Analysis: McCain said Obamas ""entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down. ""Obama did go against the advice of four key players on his administrations National Security Team, including Clinton (secretary of state), Petraeus (CIA director), Panetta (defense secretary), and Dempsey (chairman of the Joint Chiefs of Staff). We also know from Clintons book that there was ""high-level support from the National Security Council. ""Theres an element of uncertainty that Obama went against his ""entire"" team. We dont know the positions of many of his advisers during those deliberations, including Vice President Joe Biden and his national security adviser. Their opinions are strong voices on Obamas team.",1
"Statement: There are actually only 30 countries that practice birthright citizenship.
Speaker: se-cupp (republican party)
Topic: immigration

Analysis: The party relied on a report by an organization that two months earlier had disavowed the number after it was discredited by the Journal Sentinel. Whats more, that has been clear for some time -- and most everyone else has stopped using the figure.",0
"Statement: In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""
Speaker: joe-lieberman (independent party)
Topic: candidates-biography

Analysis: The assertion is that McConnell and his wife took $600,000 from anti-coal organizations. But the overwhelming bulk of that was earned by Chao from sitting on the board of directors for Wells Fargo, a bank that, despite some steps to curb its support of mountain-top removal mining, still maintains $1. 8 billion in coal investments, environmental groups say. Meanwhile, Grimes campaign has directly and indirectly benefited from money and ads from environmental groups and activists critical of coal.",0
"Statement: Says the Koch brothers funded the fight to let flood insurance premiums soar ... Now theyre spending millions to buy a Senate seat for Bill Cassidy so he can fight for them.
Speaker: senate-majority-pac (democrat party)
Topic: campaign-finance,corrections-and-updates,weather

Analysis: Obama said the TPP removes 18,000 tariffs that other countries place on American goods. That number is one reasonable estimation, though its leaving outa lot of context.",1
"Statement: Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.
Speaker: daily-caller (none party)
Topic: consumer-safety,corrections-and-updates,public-health

Analysis: The area in square footage equals 63,870 square miles (after you divide by 5,280 squared, or 27,878,400). That would cover Ohio's total area of 44,825 square miles 1. 42 times -- or nearly 1. 5 times. We ran the numbers again, using the land area of 40,860 square miles that the federal Census Bureau gives Ohio. Sixteen trillion singles would cover that area almost exactly 1. 5 times.",0
"Statement: A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.
Speaker: robin-vos (republican party)
Topic: criminal-justice

Analysis: The headline of an article by HuffingtonPost. com reporter Michael McAuliff said Tommy Thompson ""wanted to implant data chips in humans. ""Thompson certainly was a major cheerleader for the product, although he made it clear he was only advocating that people choose to be chipped voluntarily. The headline was accurate, but needed clarification.",1
"Statement: We have billions in surplus.
Speaker: rick-perry (republican party)
Topic: state-budget

Analysis: Christie said that New Jersey is ""50th in return of our federal tax dollars. ""The Tax Foundations analysis of 2005 data, which was adjusted to reflect each states overall federal tax burden, ranked New Jersey 50th in the nation in this category. The state received 61 cents for every dollar it sent to Washington, D. C.  that year. Though that research is outdated, more recent analysis of raw data shows New Jersey still ranks near the bottom.",0
"Statement: Says Hillary Clintons plan would tax many small businesses by almost 50 percent.
Speaker: donald-trump (republican party)
Topic: economy,small-business,taxes,wealth

Analysis: That means that Shea-Porters statement was accurate when she said it, though it no longer applies today, since the renewal deadline has passed. But individual policyholders did have a chance to keep their same network of hospitals and doctors next year. Not everyone may have done so, which means some people may be forced to see other doctors at different hospitals. In New Hampshire, at least, people were given that opportunity.",0
"Statement: While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York.
Speaker: barbara-buono (democrat party)
Topic: jobs

Analysis: But it has been shown by the Brookings Institution that an increasing number of so-called ""career politicians"" are serving in both the Senate and the Congress when the term is defined as someone whose previous jobs included at least one in politics or public policy. Based solely on the brief biographies posted online, his statement is accurate. But other sources suggest there were some details left out: He counted law school grads instead of those who reported careers in law and he overlooked a colleague whose business career centered around manufacturing.",1
"Statement: In 31 states, decent child care costs more than college tuition.
Speaker: barack-obama (democrat party)
Topic: children,education,families

Analysis: Moore said that in 2017, Obamacare will funnel over $100 billion to insurance companies. The analysts we contacted told us $95 billion would be a more accurate figure, so Moore overshoots a bit. He characterized Obamacare as a pro-insurance industry program, which might lead some people to think that insurers would pocket all of the money. That clearly wont happen because the companies will pay for care, and also because insurers might need to absorb a portion of about $11. 4 billion in new taxes. What happens to the bottom line of insurance companies is somewhat uncertain. Some firms speak optimistically about turning a profit. Some analysts predict it will be a wash, with revenues and expenses cancelling each other out. All such assertions are based on predictions that could be on target or not.",1
"Statement: We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.
Speaker: harry-reid (democrat party)
Topic: energy,nuclear

Analysis: nan",0
